__v,_id,author,createdAt,match,maxRatingScore,noteNo,percentageRating,player,playerCurrentClub,positionPlayed,rating,shirtNo,text,updatedAt
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,50,612b3f66ef343a0018089b5c,611bf1f6fe16ff48a850e2d9,CBR,2,4,"Pierwszej połowie głównie rozgrywał piłkę do boku i do tyłu. Z czasem również zaczął wychodzić wyżej (przy asekuracji środkowego pomocnika) do akcji (w tym sezonie 2 bramki w 3 meczach). Oddał jeden strzał - zablokowany. W polu karnym również raz inteligentnie rozegrał do boku zamiast próbować za wszelką cenę uderzać. Duży błąd ponieważ czekałna kozioł piłki, co spowodowało przejęcie przez przeciwnika. Dobra walka bark w bark. Zaliczył pod koniec meczy  dwie kluczowe interwencje przy stanie 2-1.Dobra gra głową . 185 cm wzrostu, 78 kg.",
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,75,6137d429dbfe2f47acea095e,611bf1f6fe16ff48a850e2d9,DM/CM,3,8,"Często bardzo dobrze ustawiony, duża asekuracja obrońców i prawego wahadłowego.Dużo starał się podpowiadać kolegom podczas rozegrania. Żył na boisku, parę dobry zagrań na wolne pole (krótkie-długie) oraz rozprowadzenie piłki do boku. Dobre wykonanie SFG - dośrodkowania, raz świetnie odegrał z pierwszej piłki, potrafi odegrać z ""piętki"". W drugiej połowie zaczęły zdarzać mu się faule. Utrzymał upomnienie. Głupi faul na 25 metrze.",
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,50,6137d429dbfe2f47acea0ad9,611bf1f6fe16ff48a850e2d9,CM/CAM,2,17,"Bardzo aktywny, pod grą do 45 minuty, potem widoczne było zmęczenie co spowodowało zmianę w 61 minucie. Kreatywny, dużo widzi, gorzej z dokładnością, sporo prób zagrań do boku, na szeroko ustawionego wahadłowego oraz za plecy przeciwnika. Umiejętność grana z pierwszej piłki, w trójkącie. Podczas kontry zaliczył kluczowe podanie, niestety niezdobył asysty ponieważ strzelający uderzył słabo w światło bramki. W drugiej połowie bardzo dziwne zagrania ne drugą stronę, gdzie nikogo nie było do doprowadziło do rzutu z autu dla przeciwnika przy polu karnym.  Po stracie szybka próba odbioru. Stosował pressing i jako pierwszy starał się ruszyć do niego. Parę razy starał się wychodzić na wolne pole, wymieniając się pozycją z napastnikiem.",
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,75,6137d429dbfe2f47acea0a02,611bf1f6fe16ff48a850e2d9,RWB,3,19,"Bardzo aktywny przez cały mecz. Dużo ruchu. Bardzo dobre dośrodkowania oraz ustawianie się. Stwarzał sporo zagrożenia dla drużyny przeciwnej. Starał się wbiegać z piłką, czy też bez niej licząć na odegranie na wolne pole w obszar pola karnego - między innymi w taki sposób wywalczył rzut karny dla drużyny. Oddał dwie próby strzału na bamkę. W defensywie przyzwoity występ, mógł troszkę bardzie wesprzeć innego obrońce przy próbie zablokowania dośrodkowania po którym padła bramka. Dużo asekuracji mógł liczyć ze strony Igora L. oraz Filipa B.",
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,50,6137d429dbfe2f47acea0a96,611bf1f6fe16ff48a850e2d9,CM/CAM,2,11,"Wszedł w 61 minucie gry. Dobra gra z pierwszej piłki, gra w trójkącie, zaliczył kluczowe podanie. Za długo w sytuacji do oddania strzału próbował dryblować co skończyło się stratą.",
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,75,6137d429dbfe2f47acea09cd,611bf1f6fe16ff48a850e2d9,RW/LW,3,15,"Wszedł w 61 minucie i wniósł bardzo dużo ożywienia i dynamiki. Próby indywidualnych akcji. Duża szybkość i przyspieszenie. Lewonożny zawodniki. Grał na prawym skrzydle. Dużo wyjść na wolne pole. Zaliczył dwie asysty po podaniach w pole karne. Oddał jeden strzał - zablokowany. Na minut mentalność - gdy ktoś coś nie zrobił po jego myśli lub mu coś nie wyszło to widac było jego niezadowolenie oraz to, że  stał w miejscu lub wolnym krokiem wracał, gdy drużyna przygotowywała się do obrony.",
,,6052756a53e2f337408e0f92,,6137d397355196702440a399,4,,25,6137d429dbfe2f47acea0aba,611bf1f6fe16ff48a850e2cd,DM/CM,1,6,Kompletnie niewidoczny pomocnik.,
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,75,6121374c7fd6c70018b2afa7,605125a1b1fe4c0017d93c58,RW/LW,3,3,"Przeciętny mecz Dawida. Ocena wystawiona na podstawie wielu innych meczów, gdyż wiem drzemie w nim ogromny potencjał. Z Koroną bardzo dużo niedokładności i niepotrzebnych zagrań. Na plus sporo udanych dryblingów, które pozwalały zdobyć dużo miejsca; gigantyczna przebiegnięta odległość; mnóstwo walki i dobry doskok do przeciwnika; bardzo dobry, mocny strzał (lubi uderzać z dystansu i robi to bardzo dobrze); bardzo dobra asekuracja fatalnego w tym meczu lewego obrońcy.",
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,100,612137ec7fd6c70018b2afa8,605125a1b1fe4c0017d93c58,CB,4,5,"Profesor gry obronnej, stąd dziwi decyzja o zmianie w po przerwie (być może jakiś uraz). Wybitne czytanie gry; duży spokój z piłką przy nodze; dobre podania, niekiedy z pominięciem drugiej linii; świetny w odbiorze; badzo dobra gra głową; świetne warunki fizyczne.",
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,50,61213ef07fd6c70018b2afa9,605125a1b1fe4c0017d93c58,RB,2,20,Dobry doskok do przeciwnika w odpowiednim momencie; kilka razy spóźniony (poza formacją); bardzo słaba wrzutka; błąd prowadzący do bramki,
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,50,612237ccc5731300188cfa1c,605125a1b1fe4c0017d93c58,RW/LW,2,11,"Przeciętny mecz. Dużo prób gry na ścianę; bardzo często faulowany; bał się dryblować, a gdy już to robił to były to próby bardzo mierne (poza dwiema); dobra kontrola nad piłką. Poza tym niewidoczny",
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,25,6122383cc5731300188cfa1d,605125a1b1fe4c0017d93c58,LW,1,21,Wszedł na boisko pod koniec meczu i wglądał fatalnie. Bardzo przestaszony. Po otrzymaniu piłki od razu chiał się jej pozbyć.,
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,75,612238a6c5731300188cfa1e,611bf1f6fe16ff48a850e2c5,RW/LW,3,9,"Przez pierwsze 20-25 min chyba ani razu nie był przy piłce, ale już przy pierwszym kontakcie było widać, że dobrze nad nią panuje. Szybki; fajny, bardzo naturalny balans ciałem. Warto obserwować",
,,611b81a78d65b00017b53034,,611f70b422183b00189c9fbc,4,,75,61223902c5731300188cfa1f,611bf1f6fe16ff48a850e2c5,CB,3,5,"Niezły w odbiorze, choć czasami bardzo spóźniony w tym aspekcie; całkiem dobrze się ustawia; spokój z piłką przy nodze; dobra gra głową; fajnie wprowadza piłkę",
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,50,61223a7ec5731300188cfa22,605a84b6325dd80017ee12dd,CBL,2,30,"Bardzo dobre warunki fizyczne. Wysoki, dobrze zbudowany. Bramka z głowy po stałym fragmencie gry. Mało zwrotny. W rozegraniu podania w zasadzie tylko bardzo bezpieczne bez presji rywala. Jeżeli już miał presje to już miał duże kłopoty z dokładnością. Technicznie wydaje się mocno surowy.",
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,50,6137d429dbfe2f47acea0b23,605a84b6325dd80017ee12dd,F/W,2,10,Szybki ale chaotyczny. Bramka po precyzyjnym strzale z pola karnego po przeprowadzonej ładnej kombinacyjnej akcji z Bałdygą. Mimo bramki nieskuteczny.,
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,50,608e5f3b4c15850017fd4e02,605a84b6325dd80017ee12dd,F,2,9,"Wysoki, silny ale przy tym sprawnie poruszający się zawodnik. Przytomne zgranie w polu karnym przy jednej z bramek dla Siarki. Trochę chaotyczny w tym meczu. Mocno przeżywał nieudane zagrania.",
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,75,6137d429dbfe2f47acea095f,6051bde0f184510017fefc5c,RM/LM,3,17,"Szybki, dobre prowadzenie piłki, zbiera na sobie dużo fauli. Po stracie od razu doskok  do przeciwnika. walczy o każdą piłke.",
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,50,6137d428dbfe2f47acea081f,6051bde0f184510017fefc5c,CB,2,4,"Sprawny, wysoki. Dobrze operuje piłką, Dobry w pojedynkach główkowych i niezłe czytanie gry.",
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,50,6051bdfef184510017fefc5d,6051bde0f184510017fefc5c,LB,2,15,Szybki i waleczny. W pojedynkach zdecydowany i twardy. Próbuje gry kombinacyjnej.  Technicznie poprawny choć chyba bez szału.,
,,6047f176c5d45231a400ef7b,,6137d397355196702440a39c,4,,50,6137d428dbfe2f47acea0856,6051bde0f184510017fefc5c,DM/CM,2,16,Dobry w grze kombinacyjnej. Traci mało piłek. Trochę brakuje mu szybkości.,
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,75,6137d428dbfe2f47acea08ab,606b4d9da2661f0017c67ee8,F,3,9,"Często wychodzi na prostopadłe piłki, dosyć szybki, dobra gra tyłem do bramki (asysta), wiele akcji stara się zakończyć strzałem, zmarnował 1v1 przy 2;2",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,75,6137d429dbfe2f47acea0918,606b4d9da2661f0017c67ee8,RM/LM,3,11,"B.dobry tech. częste pojedynki 1v1, schodzi z bocznych stref do środka, szybki i pewny siebie, asysta(+)",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,100,6137d429dbfe2f47acea08e2,606b4d9da2661f0017c67ee8,CAM,4,8,"Kolejny świetny mecz, widoąca postać, wiele wypracownych okazji, ciągle pod grą, strzały z dystansu, bramka po indyw. akcji, przegląd pola(++)",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,50,6137d429dbfe2f47acea0a65,606b4d9da2661f0017c67ee8,LB,2,2,"Dużo akcji ofensywnych, dobre dośrodkowanie, momentami zapomina o obronie",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,50,6137d428dbfe2f47acea0806,606b4d9da2661f0017c67ee8,CB,2,14,"Dokładne wyprowadzenie (szuka progresji), znajduje się w polu karnym rywala (gol), dwie żk (jedna rzut karny - gol)",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,75,6137d429dbfe2f47acea0a4f,611bf1f6fe16ff48a850e2c5,DM,3,7,"Doświadczony zawodnik, b.dobrze zabezpieczna centralną strefę, lubi się podłączyć do akcji ofensywnej, dynamiczny, agresywny doskok, dobrze bite SFG",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,100,612238a6c5731300188cfa1e,611bf1f6fe16ff48a850e2c5,RM/LM,4,9,"Świetna zmiana, ożywił grę Of, wiele pojedynków 1v1 (łatwość w dryblingu), stwarza sobie okazję do strzału, dobre warunki fizyczne, trzeba zwrócić na tego zawodnika uwagę (!!) - 22 gole w  poprzednim sezonie A klasa i awans *raport*",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,50,6137d429dbfe2f47acea0ad8,611bf1f6fe16ff48a850e2c5,F,2,19,"Silna 9, gra tyłem do bramki, mocny fizycznie, szuka go piłka w polu karnym",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39d,4,,50,6137d429dbfe2f47acea0926,611bf1f6fe16ff48a850e2c5,RM/LM,2,11,"Dynamiczny skrzydłowy, wiele dośrodkowań i podań w pole karne, gra obronna (-)",
,,6047f176c5d45231a400ef7e,,6137d397355196702440a39e,4,,25,6137d429dbfe2f47acea0b0d,608197d970246700177714df,GK,1,23,3 bramki stranone  z 4 na jego konto. Mało pewny punkt druzyny. wybicie pod nogi przeciwnika badź bramka po ręce przy zlym ustawieniu.,
,,6047f176c5d45231a400ef7e,,6137d397355196702440a39e,4,,75,6137d429dbfe2f47acea0906,60be0385366ec50017de49a7,CM,3,14,"szybki, dynamiczny, stwarza zagrożenie pod bramka przeciwnika",
,,6047f176c5d45231a400ef7e,,6137d397355196702440a39e,4,,75,6137d428dbfe2f47acea0828,608197d970246700177714df,LM,3,2,wyprzedzenie i wygranana głowa. Szybki i gra klepkę. Wjeżdża z piłką na 70m. Dobre zamknięcie akcji w końcówce meczu - 1na1z bramkrzem i dobre wykonczenie - bramka. Bardzo często do sytuacji bramkowych.,
,,6047f176c5d45231a400ef7e,,6137d397355196702440a39e,4,,75,6137d429dbfe2f47acea0af0,608197d970246700177714df,F,3,8,"Szybki, drybling, zmiana strony i asysta. Przerzut nad noga zawodnika i faulowany. Zbyt łatwo w odbiorze. Próba wysokiej za obrońców. Znów słabo w obronie. Drybling pod faul. Dostał piłkę za obrońców wyprzedził i kolejna asysta. Nie boi się brać na siebie. Po faulu na nim zawodnik dostał kartkę.",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39f,4,,75,6133b153936f5d0018170a3a,605125a1b1fe4c0017d93c58,CAM/F,3,17,"duża częstotliwość gry 1v1, robi przewagę, bardzo dynamiczny, szuka okazji do strzału, stwarza duże zagrożenie",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39f,4,,50,6121374c7fd6c70018b2afa7,605125a1b1fe4c0017d93c58,RW/LW,2,3,"Szybki, robi przewagę w bocznym sektorze, zdobywa przestrzeń prowadzeniem, mało zdecydowany gdy dochodzi w okolice 16",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39f,4,,75,6137d429dbfe2f47acea0926,611bf1f6fe16ff48a850e2c5,CAM/F,3,11,"W tym meczu ustawiony na 10, stwarzał sytuacje, strzały z dystansu, bramka 1na1, szybka gra w środku pola, szybki i zwinny",
,,610d7f86c90348001715e2b8,,6137d397355196702440a39f,4,,75,612238a6c5731300188cfa1e,611bf1f6fe16ff48a850e2c5,RM/LM,3,9,"Gra 1v1 w bocznej strefie po czym asysta, bierny w defensywie, dużo stara się grać do przodu",
,,610d7f86c90348001715e2b8,,6137d397355196702440a3a0,4,,75,6137d428dbfe2f47acea0824,605a84b6325dd80017ee12dd,CBR,3,37,"B.dobre warunki fiz, silny, szuka progresji podaniem ziemią, pewny przy wyprowadzeniu, gra na wyprzedzenie",
,,610d7f86c90348001715e2b8,,6137d397355196702440a3a0,4,,75,61223c07c5731300188cfa25,605a84b6325dd80017ee12dd,F,3,45,"Operuje głównie w PK, szuka go piłka, dobry strzał z dystansu (odbicie bramkarza gol), pazerny, gol",
,,610d7f86c90348001715e2b8,,6137d397355196702440a3a0,4,,50,6137d429dbfe2f47acea0bab,611bf1f6fe16ff48a850e2bd,CM,2,4,"Dobry technicznie, szybko operuję piłką, zdobywa przestrzeń prowadzeniem, schodzi w boczne sektory, robi przewagę, zwinny",
,,610d7f86c90348001715e2b8,,6137d397355196702440a3a0,4,,75,6137d429dbfe2f47acea0a3f,605a84b6325dd80017ee12dd,GK,3,23,"Uratował 2 razy przed stratą bramki, pewny siebie, głośny, dobre wyjścia na przedpole",
,,610d7f86c90348001715e2b8,,6137d397355196702440a3a0,4,,50,6137d429dbfe2f47acea094f,611bf1f6fe16ff48a850e2bd,F,2,9,"Doświadczona 9, umie się dobrze ustawić w polu karnym, niezły strzał z dystansu, dobra gra głową, stracił już na dynamice",
,,6047f176c5d45231a400ef7e,,6137d397355196702440a3a1,4,,75,6137d428dbfe2f47acea085f,6058c9064cf1700017ce4e85,LM,3,11,Siatka w polu karnym podanie do faulowanego zawodnika.Dobra wrzutka i strzał w słupek. Dobry technicznie. Żółta kartka na próbę wymuszenia karnego.Ciekawe dograne z bocznego sektora gdzie po zamieszaniu pada bramka Odbiór i zaraz wychodzi na pozycję wzdłuż linii - wywalczył różny.Dobre przyjęcie długiej piłki próba zabrania się w pole karne.,
,,6047f176c5d45231a400ef7a,,6125578ed35df900184f4afb,4,,75,604e56966587330017697252,608703f8aa94ed00173e45cd,DM/CM,3,8,"Pewny punkt rezerw Jagi w środku pola, umiejętnie operował pomiędzy atakiem, a obroną. Rozprowadzał skuteczne i mocne prostopadłe podania do napastników, odważnie dryblował w środku pola głównie wychodząc z tego zwycięsko. Podczas pressingu rywali nie cofał piłki do obrony, a jeśli to robił, to bezpiecznie, nie stawiając swoich defensorów w niekomfortowej sytuacji i nie narażając ich na błąd. Podczas kontry swojego zespołu szybko rozprowadzał piłkę po bokach oraz (jak wyżej) umiejętnie i celnie zagrywał do swoich napastników. Bardzo dobre dośrodkowania, wykonywał wszystkie SFG, zantował asystę przy jedynej bramce drużyny dośrodkowując z rzutu wolnego.",
,,6047f176c5d45231a400ef7a,,6125578ed35df900184f4afb,4,,75,6125565ed35df900184f4af7,608703f8aa94ed00173e45cd,CBM,3,6,"Silny, dynamiczny, dobre warunki fizyczne. Dobrze gra w powietrzu - zaoowocowało to strzeloną bramką po dośrodkowaniu kolegi z wolnego. Jeszcze mało doświadczony w liderowaniu blokiem defensywnym, gdy popracuje nad tym aspektem, może być solidny środkowym obrońcom. Co ważnie, potrafi grać w trójce środkowych defensorów.",
,,6047f176c5d45231a400ef7a,,6125578ed35df900184f4afb,4,,100,609131fd6eb34f0017f57438,60620e620727700017d932d9,CBR,4,5,"Bardzo pewny siebie, agresywny, ale skuteczny w bloku i odbiorze piłki półprawy środkowy obrońca. Dobre warunki fizyczne, większość pojedynków rozstrzygniętych na jego korzyść. Umiejętnie włączał się do odbierania piłki bliżej środkowej części boiska.zachować zimną krew i czysto wyprowadzić piłkę do ofensywnych zawodników.",
,,6047f176c5d45231a400ef7a,,6125578ed35df900184f4afb,4,,75,60620ea60727700017d932da,60620e620727700017d932d9,CAM,3,22,"Szybki, dobrze operujący piłką. Skuteczny w atakach 1v1. Dynamiczny oraz z silnym strzałem. Strzelił bramkę z dystansu, wcześniej popisując się świetnym minięciem i zgubieniem przeciwnika. Chętnie uczestniczył w akcjach ofensywnych Polonii.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,50,6137d428dbfe2f47acea082d,611bf1f6fe16ff48a850e2ea,LB,2,19,"Dobre dośrodkowania,  umie czasem pociągnąc z piłką - dobrze ułozona lewna noga.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,50,6137d429dbfe2f47acea08eb,611bf1f6fe16ff48a850e2ea,LW,2,99,"Szybki, nie bojący sie gry 1 na 1 skrzydłowy. Dobry techniczne. Fajnie zamyka akcje będąc zawsze w polu karnym przy wrzutce z przeciwnej strony boiska",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,50,6137d428dbfe2f47acea0844,611bf1f6fe16ff48a850e2ea,CM,2,16,"Poprawny występ, pokazuje się do gry. Głównie zagrywa bezpieczne piłki. Nie notował zbytnio strat. Brakuje mu pewności siebie, ale ma umiejetności.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,75,6137d429dbfe2f47acea0b65,611bf1f6fe16ff48a850e2ea,RW,3,7,"Bardzo dobre silne dośrodkowania zarówno górą, jak i dołem. Szybki, głównie ustawia sie szeroko , biegnie wzdłuż lini szukając dośrdokowania.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,75,6137d429dbfe2f47acea0980,611bf1f6fe16ff48a850e2ea,F,3,9,"Najlepszy na boisku, robił różnice. Obracał się z obrońcami na plecach. Silny na nogach - trudno go przepchnąć. Fajnie zgrywał piłki na jeden kontakt. Dobra gra głową - wygrywał większość pojedynków główkowych.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,25,6137d429dbfe2f47acea099a,6058c9064cf1700017ce4e85,CBR,1,4,"Waleczny, ale ślamazarny. Popełniał troche błędów. NIe szukał rozegrania głównie zagrywał długie piłki. Popełniał też dużo fauli",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,75,6137d428dbfe2f47acea085f,6058c9064cf1700017ce4e85,LWB,3,11,"Zanotował dwie asysty po dobrych zgaraniach z bocznej strefy boiska. Przebojowoy, szukajacy gry 1 na 1. Pracował również dużo w obronie. Ciekawy zawodnik",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,25,6137d428dbfe2f47acea0793,6058c9064cf1700017ce4e85,CBL,1,14,"Zwalniał gre, grał dużo do tyłu. Robił błędy w obronie.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,50,6137d429dbfe2f47acea0a12,6058c9064cf1700017ce4e85,DM/CM,2,6,"Dużo biegał, grał agresywnie. Pokazywał się do gry. Dobrze ułożona lewa noga. Starł sie szybko zmieniać stronę. Przypeszał grę na 1 kontakt. Przyjęciem potrafił zgubić rywala. Trochę brakowało mu ludzi w środku, którzy zrozumieliby jego pomysł na grę. Zdarzały mu się niecelne podania, ale były one z pomysłem.",
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,25,6137d429dbfe2f47acea09a6,6058c9064cf1700017ce4e85,CM,1,27,Widoczne braki techniczne. Zwalniał grę. Jedynie dużo biegał i grał agreswynie. Po jego niedokładnym podaniu padła bramka dla rywali.,
,,6047f176c5d45231a400ef85,,6137d397355196702440a3a4,4,,50,6137d428dbfe2f47acea085d,6058c9064cf1700017ce4e85,CM/CAM,2,10,"Mało widoczny w spotkaniu. Zagrał pare kluczowych piłek. Bije każdy stały fragment gry. Bardzo dobrze wyszkolony technicznie.  Stara się szybko pozbywać piłki, nie szuka dryblingu. Gra na 1 dwa kontakty",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a5,4,,50,60be5fa3e0e4a000178a767a,60be5f2ce0e4a000178a7679,CM,2,24,"Dobrze rozgrywa piłkę, szuka dobrych opcji do rozegrania,napędza ataki. Dobrze bije stałe fragmenty gry",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a5,4,,25,6137d429dbfe2f47acea0c39,606b4d9da2661f0017c67ee8,F/W,1,19,"Wszedł na końcówkę, wybiegan, bardzo się stara, pressuje. Brakuje mu ogrania i odwagi, nie wychodzi do piłek, zanotował głupi faul po wejściu, musi się ograć",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a5,4,,75,6137d428dbfe2f47acea07ea,60be5f2ce0e4a000178a7679,GK,3,12,"Bardzo dobry mecz. Mimo porażki wielokrotnie ratował Avie, bardzo pewnie łapie piłkę, świetny na linii. Gdyby nie on Avia przegrałaby wyżej, bardzo dobry refleks, pewny w bramce",
,,6047f176c5d45231a400ef7a,,612557dfd35df900184f4afc,4,,75,61267daf028e0500180b619a,6058c9064cf1700017ce4e85,F,3,94,"Szybki, dynamiczny napastnik. Dobre warunki fizyczne, wychodził do pressingu. Oddawał pole drugiemu napastnikowi do odnadywania się w akcjach bramkowych, gość od brudnej roboty, grał trochę pod drugiego napastnika. Wart dalszej obserwacji, lecz fajnie jakby on mógł sprawdzić się jako główny napastnik i dochodzić do większej ilości sytuacji bramkowych.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,50,6137d428dbfe2f47acea0896,606b5bd736819c0017b655b1,GK,2,1,"Poprawny występ, to co miał wybronić, to wybronił. Chyba mógł się zachować lepiej przy drugiej bramce dla Olimpii. Przeciętna gra nogami i na przedpolu.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,25,6137d428dbfe2f47acea07dc,606b5bd736819c0017b655b1,RB,1,3,"Przeciętnie broni, kiepskie warunki fizyczne. Bardzo często objeżdżany, kiepska komunikacja z partnerami. Zbyt dużo wybijanych, mógł wprowadzić więcej spokoju. Praktycznie niewidoczny w ataku.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,50,6137d428dbfe2f47acea0801,606b5bd736819c0017b655b1,DM/CM,2,6,"Do czasu czerwonej kartki dla partnera z drużyny kompletnie niewidoczny,  schowany, nie chciał grać. Gubił ustawienie w środku, czym tworzył wolne przestrzenie dla rywali. Po przesunięciu na środek obrony nieco lepiej, kilka ważnych interwencji.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,25,6137d429dbfe2f47acea0a9c,606b5bd736819c0017b655b1,CB,1,2,"Fatalny mecz, dwie żółte zarobione w odstępie ok. 5 min i zjazd do szatni. Pierwsza za faul na skrzydle, był spóźniony, druga za wejście w środku pola. Poprawnie asekurował prawego obrońcę, średnio operuje piłką.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,75,6137d429dbfe2f47acea0948,606b5bd736819c0017b655b1,RW,3,7,"Jedyny jasny punkt w drużynie Bałtyku w tym meczu. Przebojowy, dobra kiwka, pracowity w odbiorze. W 1 połowie fajny rajd przez pół boiska zakończony wywalczeniem wolnego + żółtej kartki. Zmarnował jedną okazję na szansę bramkową złym wyborem.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,75,6137d429dbfe2f47acea0a34,611bf1f6fe16ff48a850e2af,RB,3,16,"Zawodnik pewny i rozważny w interwencjach, aktywny z przodu. Miał mało pracy w obronie z uwagi na przebieg meczu, ale nie popełniał błędów. Dobra szybkość, sprawność i warunki fizyczne.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,75,6137d429dbfe2f47acea0a8d,611bf1f6fe16ff48a850e2af,DM/CM,3,8,"Fajnie operuje piłką, dużo podań zdobywających teren. Wprowadza dużo spokoju, chce grać w piłkę. Mową ciała wskazuje gdzie grać, sporo podpowiada. Na minus żółta kartka za faul w grożnym miejscu, mógł przerwać akcję wcześniej.",
,,6047f176c5d45231a400ef76,,61268d163ed22700187c5884,4,,50,6137d429dbfe2f47acea0b30,611bf1f6fe16ff48a850e2af,RW,2,64,"Wszedł w drugiej połowie, kilka razy próbował rajdów prawą stroną, niezłe przyspieszenie.",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a9,4,,100,6137d428dbfe2f47acea0849,6058ecc1ca90dc001755c7b1,F,4,9,"Bardzo dobry występ, zanotował dwa gole i dwie asysty. Ma dobre wykończenie, technike, z łatwością mija rywali. Potrafi stworzyć sobie sytuację strzelecka, dobry balans ciałem, podaje lepiej ustawionemu partnerowi, dobre podanie",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a9,4,,75,6137d428dbfe2f47acea07c7,6058ecc1ca90dc001755c7b1,CM/CAM,3,10,"Dobrze wyszkolony technicznie, szuka gry, bardzo dobrze rozgrywa, schodzi niżej po piłkę. Dużo widzi i gra inteligentnie, dobrze ułożona noga, dobry strzał",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a9,4,,50,6137d429dbfe2f47acea0a32,6058ecc1ca90dc001755c7b1,CM,2,20,"Dobrze rozgrywa, potrafi zagrać dobrą dłuższą piłkę, czasami gra asekuracyjnie. Wraca do obrony ale ma problemy z ustawieniem, dobrze odbiera piłkę, dostał czerwoną kartkę",
,,6047f176c5d45231a400ef77,,6137d397355196702440a3a9,4,,75,6137d429dbfe2f47acea0993,611bf1f6fe16ff48a850e2c6,GK,3,12,"Pewne spotkanie, ma świetny refleks, często ratował Wisłę, obronił rzut karny, jest bardzo pewnyn na linii",
,,60f5f2b7b6495f0017e2505f,,6137d397355196702440a3aa,4,,50,6137d429dbfe2f47acea0b22,60d225727474df00171692bf,LM,2,80,"Ruchliwy, szybki, dynamiczny. Dość wątły, ale z dobrym dryblingiem, dobrze utrzymuje się przy piłce. Występ jednak bezbarwny, od 30 min do momentu zejścia w 60 min był przy piłce raptem kilka razy. Z jednej strony mecz niemrawy, z drugiej też niezbyt często był aktywny",
