__v,_id,author,club,createdAt,firstName,footed,height,isPublic,lastName,lnpID,lnpProfileURL,minut90ProfileURL,position,transfermarktProfileURL,updatedAt,weight,yearOfBirth
0,,6047f176c5d45231a400ef89,6048acbbe56ecc0017564863,2022-02-17T19:10:12.540Z,Damian,R,185,false,Kowalczyk,143958,,,,https://www.transfermarkt.pl/damian-kowalczyk/profil/spieler/239231,2022-02-17T19:10:12.540Z,,1995
0,,6047f176c5d45231a400ef89,6048acbbe56ecc0017564863,2022-02-17T19:10:12.540Z,Daniel,,180,false,Szczepan,5469,,,,https://www.transfermarkt.pl/daniel-szczepan/profil/spieler/447357,2022-02-17T19:10:12.540Z,,1995
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Artur,,192,false,Haluch,45514,,,GK,https://www.transfermarkt.pl/artur-haluch/profil/spieler/248737,2022-02-17T19:10:12.540Z,,1995
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Eryk,R,186,false,Mirus,63329,,,GK,https://www.transfermarkt.pl/eryk-mirus/profil/spieler/699438,2022-02-17T19:10:12.540Z,,2003
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Matthew,,188,false,Dworak,661636,,,GK,https://www.transfermarkt.pl/matthew-dworak/profil/spieler/818740,2022-02-17T19:10:12.540Z,,2003
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Michal,,,false,Borychowski,,,,,https://www.transfermarkt.pl/michal-borychowski/profil/spieler/573411,2022-02-17T19:10:12.540Z,,2000
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Kajetan,,,false,Mordaka,,,,,https://www.transfermarkt.pl/kajetan-mordaka/profil/spieler/715950,2022-02-17T19:10:12.540Z,,2001
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Daniel,,192,false,Choros,46976,,,CB,https://www.transfermarkt.pl/daniel-choros/profil/spieler/440253,2022-02-17T19:10:12.540Z,,1997
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Piotr,L,172,false,Maslanka,46864,,,LB,https://www.transfermarkt.pl/piotr-maslanka/profil/spieler/281270,2022-02-17T19:10:12.540Z,,1990
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Jakub,,184,false,Kolaczek,47408,,,DM,https://www.transfermarkt.pl/jakub-kolaczek/profil/spieler/691789,2022-02-17T19:10:12.540Z,,1991
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Rafal,R,182,false,Zembrowski,46859,,,DM,https://www.transfermarkt.pl/rafal-zembrowski/profil/spieler/137234,2022-02-17T19:10:12.540Z,,1991
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Sebastian,,188,false,Kobiera,48287,,,DM,https://www.transfermarkt.pl/sebastian-kobiera/profil/spieler/453133,2022-02-17T19:10:12.540Z,,1996
0,,6047f176c5d45231a400ef89,605dc47d19793a00171e3d48,2022-02-17T19:10:12.540Z,Bartlomiej,L,174,false,Urbanski,19003,,,CM,https://www.transfermarkt.pl/bartlomiej-urbanski/profil/spieler/297230,2022-02-17T19:10:12.540Z,,1998
