_id,club
6137d429dbfe2f47acea0b53,606b5bd736819c0017b655b1
6137d429dbfe2f47acea0b63,60532bcfaaeb6200179cd527
6137d429dbfe2f47acea0b62,611bf1f6fe16ff48a850e2b0
6137d429dbfe2f47acea0b6f,611bf1f6fe16ff48a850e304
6137d429dbfe2f47acea0b71,611bf1f6fe16ff48a850e2bf
6137d429dbfe2f47acea0b73,611bf1f6fe16ff48a850e302
6137d429dbfe2f47acea0b75,611bf1f6fe16ff48a850e300
6137d429dbfe2f47acea0b85,611bf1f6fe16ff48a850e2f6
6137d429dbfe2f47acea0b91,61c6f85fa6ec6d0018acf40a
6137d429dbfe2f47acea0b92,605ae1a30e7ed900173af25a
6137d429dbfe2f47acea0ba5,611bf1f6fe16ff48a850e2ff
6137d429dbfe2f47acea0bbf,611bf1f6fe16ff48a850e316
6137d429dbfe2f47acea0bcd,611bf1f6fe16ff48a850e2f6
6137d429dbfe2f47acea0bd3,611bf1f6fe16ff48a850e2f6
6137d429dbfe2f47acea0bd6,611bf1f6fe16ff48a850e313
6137d429dbfe2f47acea0bfe,611bf1f6fe16ff48a850e320
6137d429dbfe2f47acea0c01,611bf1f6fe16ff48a850e2f7
6137d429dbfe2f47acea0c11,611bf1f6fe16ff48a850e2f5
6137d429dbfe2f47acea0c2c,611bf1f6fe16ff48a850e2d9
6137d429dbfe2f47acea0c31,611bf1f6fe16ff48a850e31f
6137d429dbfe2f47acea0c4b,61c6f85fa6ec6d0018acf40a
6137d429dbfe2f47acea0c51,611bf1f6fe16ff48a850e2a7
6137d429dbfe2f47acea0c56,608c59ccf16ff70017cfecd5
6137d429dbfe2f47acea0c55,6075ace75b6e5a0017c40ae2
6137d429dbfe2f47acea0c71,61d895dc998bfb00186e168a
6137d429dbfe2f47acea0c78,611bf1f6fe16ff48a850e2e5
6137d429dbfe2f47acea0c7a,611bf1f6fe16ff48a850e2df
6137d429dbfe2f47acea0c7b,60a7b0477f0cd6001798dadf
6137d429dbfe2f47acea0c7f,611bf1f6fe16ff48a850e2d2
6137d429dbfe2f47acea0c80,611bf1f6fe16ff48a850e2b9
6137d429dbfe2f47acea0c8c,60c0b4870689d1001791813c
6137d429dbfe2f47acea0c8f,611bf1f6fe16ff48a850e2af
6137d429dbfe2f47acea0c99,60adf9f2b27fc70017e1a8d6
6137d429dbfe2f47acea0ca0,61d895dc998bfb00186e168a
6137d429dbfe2f47acea0cac,6083e7a3ea008800175f70fd
6137d429dbfe2f47acea0cad,611bf1f6fe16ff48a850e2ff
6137d429dbfe2f47acea0cbc,61c6f85fa6ec6d0018acf40a
6137d429dbfe2f47acea0cc0,61c6f85fa6ec6d0018acf40a
6137d429dbfe2f47acea0cc8,611bf1f6fe16ff48a850e2de
6137d429dbfe2f47acea0ccb,607362075b6a400017c4dfcf
6137d429dbfe2f47acea0cd8,607362075b6a400017c4dfcf
6137d429dbfe2f47acea0ceb,60adf9f2b27fc70017e1a8d6
6137d429dbfe2f47acea0d10,60adf9f2b27fc70017e1a8d6
6137d429dbfe2f47acea0d11,611bf1f6fe16ff48a850e2cf
6137d429dbfe2f47acea0d14,60adf9f2b27fc70017e1a8d6
6137d429dbfe2f47acea0d1a,61c6f85fa6ec6d0018acf40a
6137d429dbfe2f47acea0d22,61c6f85fa6ec6d0018acf40a
6137d429dbfe2f47acea0d24,611bf1f6fe16ff48a850e2f7
6137d429dbfe2f47acea0d63,611bf1f6fe16ff48a850e2bd
6137d429dbfe2f47acea0d76,611bf1f6fe16ff48a850e2de
61cdce9da8018f0018427c05,611bf1f6fe16ff48a850e2be
61cdd016a8018f0018427c08,60ad4c11241da200177c6edf
6210fd141a396f1b6a9bcef7,605cc55266809f0017dedc60
6210fd141a396f1b6a9bcefc,611bf1f6fe16ff48a850e2e5
6210fd141a396f1b6a9bceff,608703f8aa94ed00173e45cd
6210fd141a396f1b6a9bcf9f,611bf1f6fe16ff48a850e2ad
6210fd141a396f1b6a9bcfe1,6075ace75b6e5a0017c40ae2
6210fd141a396f1b6a9bcffd,611bf1f6fe16ff48a850e2b8
6210fd141a396f1b6a9bd021,61df5196ac8a1c00186039e9
6210fd141a396f1b6a9bd033,61df5196ac8a1c00186039e9
6210fd141a396f1b6a9bd049,6060f6f799d65b0017f26d9a
6210fd141a396f1b6a9bd0ab,611bf1f6fe16ff48a850e31a
6210fd141a396f1b6a9bd0bb,611bf1f6fe16ff48a850e316
6210fd141a396f1b6a9bd0c5,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd0c7,61c46d274afd2a00188ee5f0
6210fd141a396f1b6a9bd0de,611bf1f6fe16ff48a850e2e5
6210fd141a396f1b6a9bd0ea,6048acbbe56ecc0017564863
6210fd141a396f1b6a9bd0f1,611bf1f6fe16ff48a850e31d
6210fd141a396f1b6a9bd10c,608c59ccf16ff70017cfecd5
6210fd141a396f1b6a9bd132,606ca8c685fe7b001700ff0a
6210fd141a396f1b6a9bd178,605ae1a30e7ed900173af25a
6210fd141a396f1b6a9bd17d,6048d2b0e56ecc001756486d
6210fd141a396f1b6a9bd197,6059f790e7a99d0017cde178
6210fd141a396f1b6a9bd1ab,611bf1f6fe16ff48a850e2bf
6210fd141a396f1b6a9bd234,611bf1f6fe16ff48a850e2d9
6210fd141a396f1b6a9bd271,6059f790e7a99d0017cde178
6210fd141a396f1b6a9bd27d,611bf1f6fe16ff48a850e2cf
6210fd141a396f1b6a9bd28d,611bf1f6fe16ff48a850e2cd
6210fd141a396f1b6a9bd28f,608197d970246700177714df
6210fd141a396f1b6a9bd298,611bf1f6fe16ff48a850e30e
6210fd141a396f1b6a9bd2a1,604899c9e56ecc0017564861
6210fd141a396f1b6a9bd2bb,611bf1f6fe16ff48a850e30c
6210fd141a396f1b6a9bd2be,61c46d274afd2a00188ee5f0
6210fd141a396f1b6a9bd2c0,606b4d9da2661f0017c67ee8
6210fd141a396f1b6a9bd2c6,608197d970246700177714df
6210fd141a396f1b6a9bd2cd,606b4d9da2661f0017c67ee8
6210fd141a396f1b6a9bd2ce,611bf1f6fe16ff48a850e30c
6210fd141a396f1b6a9bd2cf,60a1492ec55fb30017f085c6
6210fd141a396f1b6a9bd2d3,611bf1f6fe16ff48a850e2e9
6210fd141a396f1b6a9bd2de,6048da42e56ecc0017564881
6210fd141a396f1b6a9bd2df,606b4d9da2661f0017c67ee8
6210fd141a396f1b6a9bd2e9,607ed67b9318290017d92529
6210fd141a396f1b6a9bd2f8,605a180fbba0ab0017ed02e6
6210fd141a396f1b6a9bd302,605a84b6325dd80017ee12dd
6210fd141a396f1b6a9bd305,611bec29a3796c00171c2f8f
6210fd141a396f1b6a9bd30d,6058ecc1ca90dc001755c7b1
6210fd141a396f1b6a9bd33b,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd341,611bf1f6fe16ff48a850e31d
6210fd141a396f1b6a9bd356,611bf1f6fe16ff48a850e313
6210fd141a396f1b6a9bd35c,611bf1f6fe16ff48a850e317
6210fd141a396f1b6a9bd35f,611bf1f6fe16ff48a850e2b0
6210fd141a396f1b6a9bd365,611bf1f6fe16ff48a850e2ce
6210fd141a396f1b6a9bd36f,605ae1a30e7ed900173af25a
6210fd141a396f1b6a9bd382,611bf1f6fe16ff48a850e2e9
6210fd141a396f1b6a9bd388,607362075b6a400017c4dfcf
6210fd141a396f1b6a9bd38c,60a1492ec55fb30017f085c6
6210fd141a396f1b6a9bd38f,611bf1f6fe16ff48a850e310
6210fd141a396f1b6a9bd394,605a84b6325dd80017ee12dd
6210fd141a396f1b6a9bd396,611bf1f6fe16ff48a850e2be
6210fd141a396f1b6a9bd39a,60a1492ec55fb30017f085c6
6210fd141a396f1b6a9bd39b,60a1492ec55fb30017f085c6
6210fd141a396f1b6a9bd3a6,60620ca10727700017d932d7
6210fd141a396f1b6a9bd3b4,606b4d9da2661f0017c67ee8
6210fd141a396f1b6a9bd3b9,611bf1f6fe16ff48a850e2ce
6210fd141a396f1b6a9bd3c0,605a84b6325dd80017ee12dd
6210fd141a396f1b6a9bd3ce,608197d970246700177714df
6210fd141a396f1b6a9bd3d3,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd3f2,60532bcfaaeb6200179cd527
6210fd141a396f1b6a9bd3fa,611bf1f6fe16ff48a850e320
6210fd141a396f1b6a9bd404,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd40a,611bf1f6fe16ff48a850e309
6210fd141a396f1b6a9bd436,611bf1f6fe16ff48a850e320
6210fd141a396f1b6a9bd43b,611bf1f6fe16ff48a850e306
6210fd141a396f1b6a9bd465,611bf1f6fe16ff48a850e30c
6210fd141a396f1b6a9bd473,611bf1f6fe16ff48a850e31d
6210fd141a396f1b6a9bd478,611bf1f6fe16ff48a850e310
6210fd141a396f1b6a9bd47d,611bf1f6fe16ff48a850e304
6210fd141a396f1b6a9bd482,611bf1f6fe16ff48a850e2d9
6210fd141a396f1b6a9bd485,611bf1f6fe16ff48a850e2d9
6210fd141a396f1b6a9bd48e,611bf1f6fe16ff48a850e2f2
6210fd141a396f1b6a9bd4a9,611bf1f6fe16ff48a850e2f2
6210fd141a396f1b6a9bd4ac,611bf1f6fe16ff48a850e320
6210fd141a396f1b6a9bd4ba,6060f6f799d65b0017f26d9a
6210fd141a396f1b6a9bd4c5,6058c9064cf1700017ce4e85
6210fd141a396f1b6a9bd4eb,605dc47d19793a00171e3d48
6210fd141a396f1b6a9bd4ec,611bf1f6fe16ff48a850e2f1
6210fd141a396f1b6a9bd501,611bf1f6fe16ff48a850e2f0
6210fd141a396f1b6a9bd510,6075ace75b6e5a0017c40ae2
6210fd141a396f1b6a9bd544,611bf1f6fe16ff48a850e2c6
6210fd141a396f1b6a9bd546,604e56756587330017697251
6210fd141a396f1b6a9bd547,611bf1f6fe16ff48a850e2bf
6210fd141a396f1b6a9bd554,6058ecc1ca90dc001755c7b1
6210fd141a396f1b6a9bd559,6059f790e7a99d0017cde178
6210fd141a396f1b6a9bd55f,611bf1f6fe16ff48a850e316
6210fd141a396f1b6a9bd567,611bf1f6fe16ff48a850e2ac
6210fd141a396f1b6a9bd573,611bf1f6fe16ff48a850e2ac
6210fd141a396f1b6a9bd574,611bf1f6fe16ff48a850e306
6210fd141a396f1b6a9bd596,611bf1f6fe16ff48a850e2fc
6210fd141a396f1b6a9bd5a1,6048d2b0e56ecc001756486d
6210fd141a396f1b6a9bd5a8,611bf1f6fe16ff48a850e31a
6210fd141a396f1b6a9bd5ab,611bf1f6fe16ff48a850e311
6210fd141a396f1b6a9bd5ae,611bf1f6fe16ff48a850e2cd
6210fd141a396f1b6a9bd5b3,609448fd74358300175c4a8c
6210fd141a396f1b6a9bd5ba,60525ab391530f001704bc38
6210fd141a396f1b6a9bd5c0,611bf1f6fe16ff48a850e307
6210fd141a396f1b6a9bd5c8,611bf1f6fe16ff48a850e2f3
6210fd141a396f1b6a9bd5cd,604899c9e56ecc0017564861
6210fd141a396f1b6a9bd5d2,611bf1f6fe16ff48a850e311
6210fd141a396f1b6a9bd5d8,604899c9e56ecc0017564861
6210fd141a396f1b6a9bd5e1,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd5e8,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd5f2,611bf1f6fe16ff48a850e2f9
6210fd141a396f1b6a9bd5fc,611bf1f6fe16ff48a850e2fe
6210fd141a396f1b6a9bd601,611bf1f6fe16ff48a850e301
6210fd141a396f1b6a9bd60c,611bf1f6fe16ff48a850e2fe
6210fd141a396f1b6a9bd615,611bf1f6fe16ff48a850e302
6210fd141a396f1b6a9bd622,611bf1f6fe16ff48a850e2fe
6210fd141a396f1b6a9bd62b,608703f8aa94ed00173e45cd
6210fd141a396f1b6a9bd633,608703f8aa94ed00173e45cd
6210fd141a396f1b6a9bd634,611bf1f6fe16ff48a850e30a
6210fd141a396f1b6a9bd637,608703f8aa94ed00173e45cd
6210fd141a396f1b6a9bd638,611bf1f6fe16ff48a850e2f7
6210fd141a396f1b6a9bd644,611bf1f6fe16ff48a850e313
6210fd141a396f1b6a9bd658,611bf1f6fe16ff48a850e30e
6210fd141a396f1b6a9bd66a,611bf1f6fe16ff48a850e30f
6210fd141a396f1b6a9bd68d,611bf1f6fe16ff48a850e2f9
6210fd141a396f1b6a9bd691,611bf1f6fe16ff48a850e30f
6210fd141a396f1b6a9bd698,611bf1f6fe16ff48a850e2f2
6210fd141a396f1b6a9bd6b6,611bf1f6fe16ff48a850e307
6210fd141a396f1b6a9bd6c4,611bf1f6fe16ff48a850e313
6210fd141a396f1b6a9bd6c8,6048da42e56ecc0017564881
6210fd141a396f1b6a9bd6df,611bf1f6fe16ff48a850e2f1
6210fd141a396f1b6a9bd6eb,611bf1f6fe16ff48a850e30e
6210fd141a396f1b6a9bd6ed,605cc55266809f0017dedc60
6210fd141a396f1b6a9bd6f4,611bf1f6fe16ff48a850e2fb
6210fd141a396f1b6a9bd702,611bf1f6fe16ff48a850e30e
6210fd141a396f1b6a9bd709,611bf1f6fe16ff48a850e30c
6210fd141a396f1b6a9bd70c,611bf1f6fe16ff48a850e2be
6210fd141a396f1b6a9bd718,611bf1f6fe16ff48a850e320
6210fd141a396f1b6a9bd719,611bf1f6fe16ff48a850e2fd
6210fd141a396f1b6a9bd71f,611bf1f6fe16ff48a850e2af
6210fd141a396f1b6a9bd720,611bf1f6fe16ff48a850e302
6210fd141a396f1b6a9bd728,611bf1f6fe16ff48a850e316
6210fd141a396f1b6a9bd72a,611bf1f6fe16ff48a850e306
6210fd141a396f1b6a9bd730,611bf1f6fe16ff48a850e307
6210fd141a396f1b6a9bd733,611bf1f6fe16ff48a850e2fc
6210fd141a396f1b6a9bd73f,611bf1f6fe16ff48a850e31a
6210fd141a396f1b6a9bd74f,611bf1f6fe16ff48a850e317
6210fd141a396f1b6a9bd759,611bf1f6fe16ff48a850e317
6210fd141a396f1b6a9bd765,607ed66d9318290017d92528
6210fd141a396f1b6a9bd76d,611bf1f6fe16ff48a850e313
6210fd141a396f1b6a9bd778,611bf1f6fe16ff48a850e30a
